idx	sentence	label
3166	for the most part , i spy was an amusing lark that will probably rank as one of murphy's better performances in one of his lesser-praised movies . 	0
3167	"tends to pile too many "" serious issues "" on its plate at times , yet remains fairly light , always entertaining , and smartly written . "	1
3168	throwing in everything except someone pulling the pin from a grenade with his teeth , windtalkers seems to have ransacked every old world war ii movie for overly familiar material . 	0
3169	a mess . the screenplay does too much meandering , norton has to recite bland police procedural details , fiennes wanders around in an attempt to seem weird and distanced , hopkins looks like a drag queen . 	0
3170	the film's unhurried pace is actually one of its strengths . entirely appropriately , the tale unfolds like a lazy summer afternoon and concludes with the crisp clarity of a fall dawn . 	1
3171	it's just plain lurid when it isn't downright silly . 	0
3172	the major problem with windtalkers is that the bulk of the movie centers on the wrong character . 	0
3173	an artful yet depressing film that makes a melodramatic mountain out of the molehill of a missing bike . 	0
3174	unfolds in a series of achronological vignettes whose cumulative effect is chilling . 	1
3175	de ayala is required to supply too much of the energy in a film that is , overall , far too staid for its subject matter . 	0
3176	the sweetest thing , a romantic comedy with outrageous tendencies , may be a mess in a lot of ways . but it does have one saving grace . a lot of its gags and observations reflect a woman's point-of-view . 	1
3177	dogtown is hollow , self-indulgent , and - worst of all - boring . 	0
3178	the film . . . presents classic moral-condundrum drama : what would you have done to survive ? the problem with the film is whether these ambitions , laudable in themselves , justify a theatrical simulation of the death camp of auschwitz ii-birkenau . 	0
3179	only an epic documentary could get it all down , and spike lee's jim brown : all american at long last gives its subject a movie worthy of his talents . 	1
3180	the soupy end result has the odd distinction of being playful without being fun , too . 	0
3181	a very familiar tale , one that's been told by countless filmmakers about italian- , chinese- , irish- , latin- , indian- , russian- and other hyphenate american young men struggling to balance conflicting cultural messages . 	0
3182	a didactic and dull documentary glorifying software anarchy . 	0
3183	a prolonged extrusion of psychopathic pulp . 	0
3184	 . . . irritating soul-searching garbage . 	0
3185	the rich performances by friel -- and especially williams , an american actress who becomes fully english -- round out the square edges . 	1
3186	the filmmakers are playing to the big boys in new york and l . a . to that end , they mock the kind of folks they don't understand , ones they figure the power-lunchers don't care to understand , either . 	0
3187	there's none of the happily-ever -after spangle of monsoon wedding in late marriage -- and that's part of what makes dover kosashvili's outstanding feature debut so potent . 	1
3188	the plot has a number of holes , and at times it's simply baffling . 	0
3189	an eccentric little comic/thriller deeply in love with its own quirky personality . 	0
3190	the delicious trimmings…arrive early and stay late , filling nearly every minute…with a lighthearted glow , some impudent snickers , and a glorious dose of humankind's liberating ability to triumph over a scrooge or two . 	1
3191	watching haneke's film is , aptly enough , a challenge and a punishment . but watching huppert , a great actress tearing into a landmark role , is riveting . 	1
3192	the advantage of a postapocalyptic setting is that it can be made on the cheap . any rock pile will do for a set . reign of fire has the disadvantage of also looking cheap . 	0
3193	in addition to scoring high for originality of plot -- putting together familiar themes of family , forgiveness and love in a new way -- lilo & stitch has a number of other assets to commend it to movie audiences both innocent and jaded . 	1
3194	a domestic melodrama with weak dialogue and biopic cliches . 	0
3195	after watching it , you can only love the players it brings to the fore for the gifted but no-nonsense human beings they are and for the still-inestimable contribution they have made to our shared history . 	1
3196	woody allen's latest is an ambling , broad comedy about all there is to love -- and hate -- about the movie biz . 	1
3197	it's as raw and action-packed an experience as a ringside seat at a tough-man contest . 	1
3198	one of the most gloriously unsubtle and adrenalized extreme shockers since the evil dead . 	1
3199	a captivating and intimate study about dying and loving . . . 	1
3200	the quirky and recessive charms of co-stars martin donovan and mary-louise parker help overcome the problematic script . 	1
3201	a hit- and-miss affair , consistently amusing but not as outrageous or funny as cho may have intended or as imaginative as one might have hoped . 	0
3202	it has its faults , but it is a kind , unapologetic , sweetheart of a movie , and mandy moore leaves a positive impression . 	1
3203	uncertain in tone . . . a garbled exercise in sexual politics , a junior varsity short cuts by way of very bad things . 	0
3204	i'm not suggesting that you actually see it , unless you're the kind of person who has seen every wim wenders film of the '70s . 	0
3205	conceptually brilliant . . . plays like a living-room war of the worlds , gaining most of its unsettling force from the suggested and the unknown . 	1
3206	a brain twister , less a movie-movie than a funny and weird meditation on hollywood , success , artistic integrity and intellectual bankruptcy . 	1
3207	"what "" empire "" lacks in depth it makes up for with its heart . "	1
3208	comes off more like a misdemeanor , a flat , unconvincing drama that never catches fire . 	0
3209	predictable and cloying , though brown sugar is so earnest in its yearning for the days before rap went nihilistic that it summons more spirit and bite than your average formulaic romantic quadrangle . 	0
3210	audiences will find no mention of political prisoners or persecutions that might paint the castro regime in less than saintly tones . 	0
3211	daughter from danang sticks with its subjects a little longer and tells a deeper story	1
3212	unlike lots of hollywood fluff , this has layered , well-developed characters and some surprises . 	1
3213	not only does spider-man deliver , but i suspect it might deliver again and again . 	1
3214	mr . spielberg and his company just want you to enjoy yourselves without feeling conned . and they succeed merrily at their noble endeavor . 	1
3215	if you ever wondered what it would be like to be smack in the middle of a war zone armed with nothing but a camera , this oscar-nominated documentary takes you there . 	1
3216	once again , director chris columbus takes a hat-in-hand approach to rowling that stifles creativity and allows the film to drag on for nearly three hours . 	0
3217	[anderson] uses a hit-or-miss aesthetic that hits often enough to keep the film entertaining even if none of it makes a lick of sense . 	1
3218	peter jackson and company once again dazzle and delight us , fulfilling practically every expectation either a longtime tolkien fan or a movie-going neophyte could want . 	1
3219	cletis is playful but highly studied and dependent for its success on a patient viewer . 	1
3220	the gantzes' interviews tend to let the guys off the hook . 	0
3221	it uses the pain and violence of war as background material for color . 	0
3222	like a can of 2-day old coke . you can taste it , but there's no fizz . 	0
3223	the lady and the duke is eric rohmer's economical antidote to the bloated costume drama	1
3224	abysmally pathetic	0
3225	"it's the sweet cinderella story that "" pretty woman "" wanted to be . "	1
3226	a poignant lyricism runs through balzac and the little chinese seamstress that transforms this story about love and culture into a cinematic poem . 	1
3227	no screen fantasy-adventure in recent memory has the showmanship of clones' last 45 minutes . 	1
3228	having had the good sense to cast actors who are , generally speaking , adored by the movie-going public , khouri then gets terrific performances from them all . 	1
3229	when 'science fiction' takes advantage of the fact that its intended audience hasn't yet had much science , it does a disservice to the audience and to the genre . 	0
3230	everything is pegged into the groove of a new york dating comedy with 'issues' to simplify . 	0
3231	written , flatly , by david kendall and directed , barely , by there's something about mary co-writer ed decter . 	0
3232	morton is a great actress portraying a complex character , but morvern callar grows less compelling the farther it meanders from its shocking start . 	1
3233	a psychic journey deep into the very fabric of iranian . . . life . 	1
3234	[woo's] most resonant film since the killer . 	1
3235	static , repetitive , muddy and blurry , hey arnold ! would seem to have a lock on the title of ugliest movie of the year . 	0
3236	steadfastly uncinematic but powerfully dramatic . 	1
3237	a selection of scenes in search of a movie . 	0
3238	an ideal love story for those intolerant of the more common saccharine genre . 	1
3239	if i spy were funny ( enough ) or exciting ( enough ) then it would be fairly simple to forgive the financial extortion it's trying to reap from the moviegoing public . 	0
3240	the big-screen scooby makes the silly original cartoon seem smart and well-crafted in comparison . 	0
3241	potty-mouthed enough for pg-13 , yet not as hilariously raunchy as south park , this strangely schizo cartoon seems suited neither to kids or adults . 	0
3242	a fan film that for the uninitiated plays better on video with the sound turned down . 	0
3243	maryam is more timely now than ever . 	1
3244	except for paymer as the boss who ultimately expresses empathy for bartleby's pain , the performances are so stylized as to be drained of human emotion . 	0
3245	though the controversial korean filmmaker's latest effort is not for all tastes , it offers gorgeous imagery , effective performances , and an increasingly unsettling sense of foreboding . 	1
3246	shows that jackie chan is getting older , and that's something i would rather live in denial about	0
3247	a little better than sorcerer's stone . 	1
3248	it's not particularly well made , but since i found myself howling more than cringing , i'd say the film works . 	1
3249	it's refreshing to see a romance this smart . 	1
3250	who needs mind-bending drugs when they can see this , the final part of the 'qatsi' trilogy , directed by godfrey reggio , with music by philip glass ? 	1
3251	overall very good for what it's trying to do . 	1
3252	so verbally flatfooted and so emotionally predictable or bland that it plays like the standard made-for-tv movie . 	0
3253	this is a very ambitious project for a fairly inexperienced filmmaker , but good actors , good poetry and good music help sustain it . 	1
3254	lan yu is a genuine love story , full of traditional layers of awakening and ripening and separation and recovery . 	1
3255	britney's performance cannot be faulted . lucy's a dull girl , that's all . 	0
3256	the two leads chomp considerably more scenery with their acting than fire-breathing monsters barbecue with their breath . . . 	1
3257	according to wendigo , 'nature' loves the members of the upper class almost as much as they love themselves . 	0
3258	dark and disturbing , but also surprisingly funny . 	1
3259	the movie isn't just hilarious : it's witty and inventive , too , and in hindsight , it isn't even all that dumb . 	1
3260	none of this so-called satire has any sting to it , as if woody is afraid of biting the hand that has finally , to some extent , warmed up to him . 	0
3261	the first hour is tedious though ford and neeson capably hold our interest , but its just not a thrilling movie . 	0
3262	the piano teacher , like its title character , is repellantly out of control . 	0
3263	this is the kind of movie that you only need to watch for about thirty seconds before you say to yourself , 'ah , yes , here we have a bad , bad , bad movie . '	0
3264	one of those staggeringly well-produced , joylessly extravagant pictures that keep whooshing you from one visual marvel to the next , hastily , emptily . 	0
3265	stands as one of the year's most intriguing movie experiences , letting its imagery speak for it while it forces you to ponder anew what a movie can be . 	1
3266	every visual joke is milked , every set-up obvious and lengthy , every punchline predictable . there's no energy . 	0
3267	a film that's flawed and brilliant in equal measure . 	1
3268	about schmidt belongs to nicholson . gone are the flamboyant mannerisms that are the trademark of several of his performances . as schmidt , nicholson walks with a slow , deliberate gait , chooses his words carefully and subdues his natural exuberance . 	1
3269	 . . . a gleefully grungy , hilariously wicked black comedy . . . 	1
3270	funny but perilously slight . 	1
3271	unless bob crane is someone of particular interest to you , this film's impressive performances and adept direction aren't likely to leave a lasting impression . 	0
3272	perhaps not since nelson eddy crooned his indian love call to jeanette macdonald has there been a movie so unabashedly canadian , not afraid to risk american scorn or disinterest . 	1
3273	it's a film with an idea buried somewhere inside its fabric , but never clearly seen or felt . 	0
3274	stirs potentially enticing ingredients into an uneasy blend of ghost and close encounters of the third kind . 	0
3275	'enigma' is the kind of engaging historical drama that hollywood appears to have given up on in favor of sentimental war movies in the vein of 'we were soldiers . '	1
3276	" "" the dangerous lives of altar boys "" has flaws , but it also has humor and heart and very talented young actors"	1
3277	passion , lip-synching , tragedy , and lots of really really high notes . for me , this opera isn't a favorite , so it's a long time before the fat lady sings . 	0
3278	a markedly inactive film , city is conversational bordering on confessional . 	0
3279	the connected stories of breitbart and hanussen are actually fascinating , but the filmmaking in invincible is such that the movie does not do them justice . 	0
3280	mr . caine and mr . fraser are the whole show here , with their memorable and resourceful performances . 	1
3281	supposedly , pokemon can't be killed , but pokemon 4ever practically assures that the pocket monster movie franchise is nearly ready to keel over . 	0
3282	plays out with a dogged and eventually winning squareness that would make it the darling of many a kids-and-family-oriented cable channel . 	1
3283	wedding feels a bit anachronistic . still , not every low-budget movie must be quirky or bleak , and a happy ending is no cinematic sin . 	1
3284	who knows what exactly godard is on about in this film , but his words and images don't have to add up to mesmerize you . 	1
3285	even if you don't understand what on earth is going on , this is a movie that will stimulate hours of post viewing discussion , if only to be reminded of who did what to whom and why . 	1
3286	so-so entertainment . 	0
3287	two generations within one family test boundaries in this intelligent and restrained coming-of-age drama . 	1
3288	all analyze that proves is that there is really only one movie's worth of decent gags to be gleaned from the premise . 	0
3289	sitting in the third row of the imax cinema at sydney's darling harbour , but i sometimes felt as though i was in the tiny two seater plane that carried the giant camera around australia , sweeping and gliding , banking and hovering over some of the most not	1
3290	here , adrian lyne comes as close to profundity as he is likely to get . 	1
3291	if there's a heaven for bad movies , deuces wild is on its way . 	0
3292	it's absolutely amazing how first-time director kevin donovan managed to find something new to add to the canon of chan . make chan's action sequences boring . 	0
3293	a dreary indulgence . 	0
3294	yes , ballistic is silly . unfortunately , it's not silly fun unless you enjoy really bad movies . 	0
3295	 . . . the plot weaves us into a complex web . 	1
3296	another best of the year selection . 	1
3297	a good-looking but ultimately pointless political thriller with plenty of action and almost no substance . 	0
3298	' . . . despite lagging near the finish line , the movie runs a good race , one that will have you at the edge of your seat for long stretches . '	1
3299	majidi's direction has never been smoother or more confident . 	1
3300	it doesn't matter that the film is less than 90 minutes . it still feels like a prison stretch . 	0
3301	they kept much of the plot but jettisoned the stuff that would make this a moving experience for people who haven't read the book . 	0
3302	what will , most likely , turn out to be the most repellent movie of 2002 . 	0
3303	 . . . an airless , prepackaged julia roberts wannabe that stinks so badly of hard-sell image-mongering you'll wonder if lopez's publicist should share screenwriting credit . 	0
3304	despite its flaws , secretary stays in your head and makes you question your own firmly held positions . 	1
3305	the warnings to resist temptation in this film . . . are blunt and challenging and offer no easy rewards for staying clean . 	1
3306	what kids will discover is a new collectible . what parents will suspect is that they're watching a 76-minute commercial . 	0
3307	mark wahlberg . . . may look classy in a '60s-homage pokepie hat , but as a character he's dry , dry , dry . 	0
3308	maid in manhattan proves that it's easier to change the sheets than to change hackneyed concepts when it comes to dreaming up romantic comedies . 	0
3309	the filmmaker's heart is in the right place . . . 	1
3310	a dreary , incoherent , self-indulgent mess of a movie in which a bunch of pompous windbags drone on inanely for two hours . . . a cacophony of pretentious , meaningless prattle . 	0
3311	[director] o'fallon manages to put some lovely pictures up on the big screen , but his skill at telling a story -- he also contributed to the screenplay -- falls short . 	0
3312	it turns out to be a cut above the norm , thanks to some clever writing and sprightly acting . 	1
3313	the disarming cornball atmosphere has a way of infecting the entire crowd as the film rolls on . 	1
3314	director-writer bille august . . . depicts this relationship with economical grace , letting his superb actors convey martin's deterioration and barbara's sadness -- and , occasionally , anger . 	1
3315	matthew mcconaughey tries , and fails , to control the screen with swaggering machismo and over-the-top lunacy . 	0
3316	here's yet another studio horror franchise mucking up its storyline with glitches casual fans could correct in their sleep . but taken as a stylish and energetic one-shot , the queen of the damned cannot be said to suck . 	1
3317	creeps you out in high style , even if nakata did it better . 	1
3318	when you resurrect a dead man , hard copy should come a-knocking , no ? 	0
3319	entertainment more disposable than hanna-barbera's half-hour cartoons ever were . 	0
3320	a colorful , vibrant introduction to a universal human impulse , lushly photographed and beautifully recorded . 	1
3321	it's so devoid of joy and energy it makes even jason x . . . look positively shakesperean by comparison . 	0
3322	this tenth feature is a big deal , indeed -- at least the third-best , and maybe even a notch above the previous runner-up , nicholas meyer's star trek vi : the undiscovered country . 	1
3323	it might be tempting to regard mr . andrew and his collaborators as oddballs , but mr . earnhart's quizzical , charming movie allows us to see them , finally , as artists . 	1
3324	" "" home movie "" is the film equivalent of a lovingly rendered coffee table book . "	1
3325	it gives devastating testimony to both people's capacity for evil and their heroic capacity for good . 	1
3326	some people march to the beat of a different drum , and if you ever wondered what kind of houses those people live in , this documentary takes a look at 5 alternative housing options . 	1
3327	a limp eddie murphy vehicle that even he seems embarrassed to be part of . 	0
3328	the first shocking thing about sorority boys is that it's actually watchable . even more baffling is that it's funny . 	1
3329	steve irwin's method is ernest hemmingway at accelerated speed and volume . 	1
3330	precocious smarter-than-thou wayward teen struggles to rebel against his oppressive , right-wing , propriety-obsessed family . anyone else seen this before ? 	1
3331	soderbergh , like kubrick before him , may not touch the planet's skin , but understands the workings of its spirit . 	1
3332	the difference between cho and most comics is that her confidence in her material is merited . 	1
3333	how i killed my father would be a rarity in hollywood . it's an actor's showcase that accomplishes its primary goal without the use of special effects , but rather by emphasizing the characters -- including the supporting ones . 	1
3334	director peter kosminsky gives these women a forum to demonstrate their acting 'chops' and they take full advantage . 	1
3335	it's like a drive-by . you can drive right by it without noticing anything special , save for a few comic turns , intended and otherwise . 	0
3336	all in all , brown sugar is a satisfying well-made romantic comedy that's both charming and well acted . it will guarantee to have you leaving the theater with a smile on your face . 	1
3337	it's hard to quibble with a flick boasting this many genuine cackles , but notorious c . h . o . still feels like a promising work-in-progress . 	0
3338	in the end there is one word that best describes this film : honest . 	1
3339	the umpteenth summer skinny dip in jerry bruckheimer's putrid pond of retread action twaddle . 	0
3340	nettelbeck . . . has a pleasing way with a metaphor . 	1
3341	poignant and funny . 	1
3342	often hilarious . 	1
3343	returning director rob minkoff . . . and screenwriter bruce joel rubin . . . have done a fine job of updating white's dry wit to a new age . 	1
3344	offers big , fat , dumb laughs that may make you hate yourself for giving in . ah , what the hell . 	1
3345	affirms the gifts of all involved , starting with spielberg and going right through the ranks of the players -- on-camera and off -- that he brings together . 	1
3346	the movie isn't painfully bad , something to be 'fully experienced' ; it's just tediously bad , something to be fully forgotten . 	0
3347	it is amusing , and that's all it needs to be . 	1
3348	very solid , very watchable first feature for director peter sheridan	1
3349	you may leave the theater with more questions than answers , but darned if your toes won't still be tapping . 	1
3350	tailored to entertain ! 	1
3351	arguably the best script that besson has written in years . 	1
3352	worth watching for dong jie's performance -- and for the way it documents a culture in the throes of rapid change . 	1
3353	 . . . a haunting vision , with images that seem more like disturbing hallucinations . 	1
3354	at some point , all this visual trickery stops being clever and devolves into flashy , vaguely silly overkill . 	0
3355	jaw-droppingly superficial , straining to get by on humor that is not even as daring as john ritter's glory days on three's company . 	0
3356	a searing , epic treatment of a nationwide blight that seems to be , horrifyingly , ever on the rise . 	1
3357	what jackson has accomplished here is amazing on a technical level . 	1
3358	the powerful success of read my lips with such provocative material shows why , after only three films , director/co-writer jacques audiard , though little known in this country , belongs in the very top rank of french filmmakers . 	1
3359	why , you may ask , why should you buy the movie milk when the tv cow is free ? there's no good answer to that one . 	0
3360	as gory as the scenes of torture and self-mutilation may be , they are pitted against shimmering cinematography that lends the setting the ethereal beauty of an asian landscape painting . 	1
3361	anyone not into high-tech splatterfests is advised to take the warning literally , and log on to something more user-friendly . 	0
3362	a jaw-droppingly beautiful work that upends nearly every cliché of japanese animation while delivering a more than satisfactory amount of carnage . 	1
3363	less funny than it should be and less funny than it thinks it is . 	0
3364	a . . . cynical and serious look at teenage boys doing what they do best - being teenagers . 	1
3365	even though we know the outcome , the seesawing of the general's fate in the arguments of competing lawyers has the stomach-knotting suspense of a legal thriller , while the testimony of witnesses lends the film a resonant undertone of tragedy . 	1
3366	fans of so-bad-they're-good cinema may find some fun in this jumbled mess . 	0
3367	a visual spectacle full of stunning images and effects . 	1
3368	contrived as this may sound , mr . rose's updating works surprisingly well . 	1
3369	you can take the grandkids or the grandparents and never worry about anyone being bored . . . audience is a sea of constant smiles and frequent laughter . 	1
3370	anemic chronicle of money grubbing new yorkers and their serial loveless hook ups . 	0
3371	there's not a fresh idea at the core of this tale . 	0
3372	director david fincher and writer david koepp can't sustain it . 	0
3373	could i have been more geeked when i heard that apollo 13 was going to be released in imax format ? in a word : no . 	1
3374	the most brilliant and brutal uk crime film since jack carter went back to newcastle , the first half of gangster no . 1 drips with style and , at times , blood . 	1
3375	nohe's documentary about the event is sympathetic without being gullible : he isn't blind to the silliness , but also captures moments of spontaneous creativity and authentic co-operative interaction . 	1
3376	slapstick buffoonery can tickle many a preschooler's fancy , but when it costs a family of four about $40 to see a film in theaters , why spend money on a dog like this when you can rent a pedigree instead ? 	0
3377	from both a great and a terrible story , mr . nelson has made a film that is an undeniably worthy and devastating experience . 	1
3378	the terrific and bewilderingly underrated campbell scott gives a star performance that is nothing short of mesmerizing . 	1
3379	mr . polanski is in his element here : alone , abandoned , but still consoled by his art , which is more than he has ever revealed before about the source of his spiritual survival . 	1
3380	a byzantine melodrama that stimulates the higher brain functions as well as the libido . 	1
3381	a moving story of determination and the human spirit . 	1
3382	just the labour involved in creating the layered richness of the imagery in this chiaroscuro of madness and light is astonishing . 	1
3383	girls gone wild and gone civil again	1
3384	with minimal imagination , you could restage the whole thing in your bathtub . 	0
3385	as comedic spotlights go , notorious c . h . o . hits all the verbal marks it should . 	1
3386	de oliveira creates an emotionally rich , poetically plump and visually fulsome , but never showy , film whose bittersweet themes are reinforced and brilliantly personified by michel piccoli . 	1
3387	a mess , but it's a sincere mess . 	1
3388	proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism . . . and still be a letdown if its twists and turns hold no more surprise than yesterday's weather report . 	0
3389	last orders nurtures the multi-layers of its characters , allowing us to remember that life's ultimately a gamble and last orders are to be embraced . it's affecting , amusing , sad and reflective . 	1
3390	upsetting and thought-provoking , the film has an odd purity that doesn't bring you into the characters so much as it has you study them . 	1
3391	remove spider-man the movie from its red herring surroundings and it's apparent that this is one summer film that satisfies . 	1
3392	rodriguez does a splendid job of racial profiling hollywood style--casting excellent latin actors of all ages--a trend long overdue . 	1
3393	the casting of von sydow . . . is itself intacto's luckiest stroke . 	1
3394	graphic sex may be what's attracting audiences to unfaithful , but gripping performances by lane and gere are what will keep them awake . 	1
3395	it confirms fincher's status as a film maker who artfully bends technical know-how to the service of psychological insight . 	1
3396	a well-rounded tribute to a man whose achievements -- and complexities -- reached far beyond the end zone . 	1
3397	feels like the work of an artist who is simply tired -- of fighting the same fights , of putting the weight of the world on his shoulders , of playing with narrative form . 	0
3398	haneke challenges us to confront the reality of sexual aberration . 	1
3399	[lin chung's] voice is rather unexceptional , even irritating ( at least to this western ear ) , making it awfully hard to buy the impetus for the complicated love triangle that develops between the three central characters . 	0
3400	a fiercely clever and subtle film , capturing the precarious balance between the extravagant confidence of the exiled aristocracy and the cruel earnestness of the victorious revolutionaries . 	1
3401	a first-class road movie that proves you can run away from home , but your ego and all your problems go with you . 	1
3402	ringu is a disaster of a story , full of holes and completely lacking in chills . ignore the reputation , and ignore the film . 	0
3403	for all its highfalutin title and corkscrew narrative , the movie turns out to be not much more than a shaggy human tale . 	0
3404	a comedy-drama of nearly epic proportions rooted in a sincere performance by the title character undergoing midlife crisis . 	1
3405	the film's appeal has a lot to do with the casting of juliette binoche as sand , who brings to the role her pale , dark beauty and characteristic warmth . 	1
3406	a lackluster , unessential sequel to the classic disney adaptation of j . m . barrie's peter pan . 	0
3407	there are flaws , but also stretches of impact and moments of awe ; we're wrapped up in the characters , how they make their choices , and why . 	1
3408	woody allen used to ridicule movies like hollywood ending . now he makes them . 	0
3409	the characters are interesting and the relationship between yosuke and saeko is worth watching as it develops , but there's not enough to the story to fill two hours . 	0
3410	the essential problem in orange county is that , having created an unusually vivid set of characters worthy of its strong cast , the film flounders when it comes to giving them something to do . 	0
3411	fontaine's direction , especially her agreeably startling use of close-ups and her grace with a moving camera , creates sheerly cinematic appeal . 	1
3412	 . . . watching this film nearly provoked me to take my own life . and if the hours wins 'best picture' i just might . 	0
3413	there's an admirable rigor to jimmy's relentless anger , and to the script's refusal of a happy ending , but as those monologues stretch on and on , you realize there's no place for this story to go but down . 	0
3414	preposterous and tedious , sonny is spiked with unintentional laughter that , unfortunately , occurs too infrequently to make the film even a guilty pleasure . 	0
3415	i'm sure mainstream audiences will be baffled , but , for those with at least a minimal appreciation of woolf and clarissa dalloway , the hours represents two of those well spent . 	1
3416	this is a film well worth seeing , talking and singing heads and all . 	1
3417	the slam-bang superheroics are kinetic enough to engross even the most antsy youngsters . 	1
3418	while van wilder may not be the worst national lampoon film , it's far from being this generation's animal house . 	0
3419	the film is a very good viewing alternative for young women . 	1
3420	at times , however , dogtown and z-boys lapses into an insider's lingo and mindset that the uninitiated may find hard to follow , or care about . 	0
3421	the film's overall mood and focus is interesting but constantly unfulfilling . 	0
3422	there is not a character in the movie with a shred of plausibility , not an event that is believable , not a confrontation that is not staged , not a moment that is not false . 	0
3423	like its script , which nurses plot holes gaping enough to pilot an entire olympic swim team through , the characters in swimfan seem motivated by nothing short of dull , brain-deadening hangover . 	0
3424	[t]his slop doesn't even have potential as a cult film , as it's too loud to shout insults at the screen . 	0
3425	veers uncomfortably close to pro-serb propaganda . 	0
3426	the movie is so contrived , nonsensical and formulaic that , come to think of it , the day-old shelf would be a more appropriate location to store it . 	0
3427	there's lots of cool stuff packed into espn's ultimate x . 	1
3428	it's funny , touching , dramatically forceful , and beautifully shot . 	1
3429	while there are times when the film's reach exceeds its grasp , the production works more often than it doesn't . 	1
3430	hart's war seems to want to be a character study , but apparently can't quite decide which character . 	0
3431	en sí mismo el rey león es un espectáculo digno de contemplarse en cine , dvd o en su soberbio montaje teatral ; pero el hacerlo en la pantalla imax es una experiencia colosal . 	1
3432	the film's hero is a bore and his innocence soon becomes a questionable kind of inexcusable dumb innocence . 	0
3433	given that both movies expect us to root for convicted violent felons over those assigned to protect us from same , we need every bit of sympathy the cons can muster ; this time , there isn't much . 	0
3434	great performances , stylish cinematography and a gritty feel help make gangster no . 1 a worthwhile moviegoing experience . 	1
3435	slack and uninspired , and peopled mainly by characters so unsympathetic that you're left with a sour taste in your mouth . 	0
3436	a depraved , incoherent , instantly disposable piece of hackery . 	0
3437	an extraordinary dramatic experience . 	1
3438	my wife is an actress is an utterly charming french comedy that feels so american in sensibility and style it's virtually its own hollywood remake . 	1
3439	without heavy-handedness , dong provides perspective with his intelligent grasp of human foibles and contradictions . 	1
3440	not exactly the bees knees	0
3441	it ain't art , by a long shot , but unlike last year's lame musketeer , this dumas adaptation entertains . 	1
3442	who , exactly , is fighting whom here ? ah , yes , that would be me : fighting off the urge to doze . 	0
3443	barney has created a tour de force that is weird , wacky and wonderful . 	1
3444	a thunderous ride at first , quiet cadences of pure finesse are few and far between ; their shortage dilutes the potency of otherwise respectable action . still , this flick is fun , and host to some truly excellent sequences . 	1
3445	it's been made with an innocent yet fervid conviction that our hollywood has all but lost . 	1
3446	tony gayton's script doesn't give us anything we haven't seen before , but director d . j . caruso's grimy visual veneer and kilmer's absorbing performance increase the gravitational pull considerably . 	1
3447	the overall effect is less like a children's movie than a recruitment film for future hollywood sellouts . 	0
3448	if you like peace , you'll like promises . 	1
3449	sushi for the connoisseurs of the macabre . 	0
3450	"sum "" is jack ryan's "" do-over . "" give credit to everyone from robinson down to the key grip that this bold move works . especially give credit to affleck . "	1
3451	bartlett's hero remains a reactive cipher , when opening the man's head and heart is the only imaginable reason for the film to be made . 	0
3452	succeeds where its recent predecessor miserably fails because it demands that you suffer the dreadfulness of war from both sides . 	1
3453	may be more genial than ingenious , but it gets the job done . 	1
3454	scores a few points for doing what it does with a dedicated and good-hearted professionalism . 	1
3455	this film is too busy hitting all of its assigned marks to take on any life of its own . 	0
3456	nair just doesn't have the necessary self-control to guide a loose , poorly structured film through the pitfalls of incoherence and redundancy . 	0
3457	one of the pleasures in walter's documentary . . . is the parade of veteran painters , confounded dealers , and miscellaneous bohos who expound upon the subject's mysterious personality without ever explaining him . 	1
3458	formuliac , but fun . 	1
3459	stuffy , full of itself , morally ambiguous and nothing to shout about . 	0
3460	one of those movies that make us pause and think of what we have given up to acquire the fast-paced contemporary society . 	1
3461	even with all those rough edges safely sanded down , the american insomnia is still pretty darned good . 	1
3462	the film might have been more satisfying if it had , in fact , been fleshed out a little more instead of going for easy smiles . 	0
3463	less worrying about covering all the drama in frida's life and more time spent exploring her process of turning pain into art would have made this a superior movie . 	0
3464	in terms of execution this movie is careless and unfocused . 	0
3465	this is the first full scale wwii flick from hong kong's john woo . he's not good with people . 	0
3466	broomfield's style of journalism is hardly journalism at all , and even those with an avid interest in the subject will grow impatient . 	0
3467	as a witness to several greek-american weddings -- but , happily , a victim of none -- i can testify to the comparative accuracy of ms . vardalos' memories and insights . 	1
3468	suffocated at conception by its munchausen-by-proxy mum . punish the vehicle to adore the star . 	0
3469	spielberg has managed to marry science fiction with film noir and action flicks with philosophical inquiry . 	1
3470	i don't mind having my heartstrings pulled , but don't treat me like a fool . 	0
3471	there must be an audience that enjoys the friday series , but i wouldn't be interested in knowing any of them personally . 	0
3472	[grant] goes beyond his usual fluttering and stammering and captures the soul of a man in pain who gradually comes to recognize it and deal with it . 	1
3473	fred schepisi's film is paced at a speed that is slow to those of us in middle age and deathly slow to any teen . with a cast of a-list brit actors , it is worth searching out . 	1
3474	a bit too derivative to stand on its own as the psychological thriller it purports to be . 	0
3475	has its moments , but it's pretty far from a treasure . 	0
3476	if the movie succeeds in instilling a wary sense of 'there but for the grace of god , ' it is far too self-conscious to draw you deeply into its world . 	0
3477	it's rare that a movie can be as intelligent as this one is in every regard except its storyline ; everything that's good is ultimately scuttled by a plot that's just too boring and obvious . 	0
3478	we learn a lot about dying coral and see a lot of life on the reef . 	1
